#      time         order        boil_q_1     boil_q_2     chil_q1      chil_q2      loccool      locheat      qdomwat   
  0.000000000       1.0000      0.55435       0.0000      4.18700E-11   0.0000       0.0000       277.63       0.0000    
  1.000000000       1.0000      0.50373       0.0000      4.18700E-11   0.0000       0.0000       226.99       0.0000    
  2.000000000       1.0000      0.50260       0.0000      4.18700E-11   0.0000       0.0000       276.91       0.0000    
  3.000000000       1.0000      0.50090       0.0000      4.18700E-11   0.0000       0.0000       346.44       0.0000    
  4.000000000       1.0000      0.49857       0.0000      4.18700E-11   0.0000       0.0000       404.20       0.0000    
  5.000000000       1.0000      0.49940       0.0000      4.18700E-11   0.0000       0.0000       467.82       0.0000    
  6.000000000       1.0000      0.49928       0.0000      4.18700E-11   0.0000       0.0000       525.51       0.0000    
  7.000000000       1.0000      0.47550       0.0000      4.18700E-11   0.0000       0.0000       24.809       0.0000    
  8.000000000       1.0000      0.25901       0.0000      4.18700E-11   0.0000       0.0000       2985.4       0.0000    
  9.000000000       1.0000       1908.2       0.0000      4.18700E-11   0.0000       0.0000       4256.1       0.0000    
  10.00000000       1.0000       1844.4       0.0000      4.18700E-11   0.0000       0.0000       2817.7       0.0000    
  11.00000000       1.0000       1931.5       0.0000      4.18700E-11   0.0000       0.0000       2029.4       0.0000    
  12.00000000       1.0000       1752.8       0.0000      4.18700E-11   0.0000       0.0000       1411.2       0.0000    
  13.00000000       1.0000       1717.2       0.0000      4.18700E-11   0.0000       0.0000       1010.1       0.0000    
  14.00000000       1.0000       1611.5       0.0000      4.18700E-11   0.0000       0.0000       822.89       0.0000    
  15.00000000       1.0000       1575.5       0.0000      4.18700E-11   0.0000       0.0000       742.52       0.0000    
  16.00000000       1.0000       1563.7       0.0000      4.18700E-11   0.0000       0.0000       716.34       0.0000    
  17.00000000       1.0000       1702.2       0.0000      4.18700E-11   0.0000       0.0000       719.98       0.0000    
  18.00000000       1.0000       2062.9       0.0000      4.18700E-11   0.0000       0.0000       2261.0       0.0000    
  19.00000000       1.0000      0.40865       0.0000      4.18700E-11   0.0000       0.0000     -3.96896E-22   0.0000    
  20.00000000       1.0000      0.45580       0.0000      4.18700E-11   0.0000       0.0000      9.26967E-27   0.0000    
  21.00000000       1.0000      0.50244       0.0000      4.18700E-11   0.0000       0.0000      1.72786E-27   0.0000    
  22.00000000       1.0000      0.51518       0.0000      4.18700E-11   0.0000       0.0000       26.344       0.0000    
  23.00000000       1.0000      0.52584       0.0000      4.18700E-11   0.0000       0.0000       125.11       0.0000    
  24.00000000       1.0000      0.54758       0.0000      4.18700E-11   0.0000       0.0000       260.43       0.0000    
  25.00000000       1.0000      0.52474       0.0000      4.18700E-11   0.0000       0.0000       266.33       0.0000    
  26.00000000       1.0000      0.52994       0.0000      4.18700E-11   0.0000       0.0000       349.08       0.0000    
  27.00000000       1.0000      0.54823       0.0000      4.18700E-11   0.0000       0.0000       487.22       0.0000    
  28.00000000       1.0000      0.55345       0.0000      4.18700E-11   0.0000       0.0000       588.91       0.0000    
  29.00000000       1.0000      0.52428       0.0000      4.18700E-11   0.0000       0.0000       566.13       0.0000    
  30.00000000       1.0000      0.52017       0.0000      4.18700E-11   0.0000       0.0000       691.27       0.0000    
  31.00000000       1.0000      0.49371       0.0000      4.18700E-11   0.0000       0.0000       47.762       0.0000    
  32.00000000       1.0000      0.27253       0.0000      4.18700E-11   0.0000       0.0000       3216.0       0.0000    
  33.00000000       1.0000       2047.9       0.0000      4.18700E-11   0.0000       0.0000       4436.9       0.0000    
  34.00000000       1.0000       2076.6       0.0000      4.18700E-11   0.0000       0.0000       2939.8       0.0000    
  35.00000000       1.0000       1899.6       0.0000      4.18700E-11   0.0000       0.0000       1560.8       0.0000    
  36.00000000       1.0000       1902.3       0.0000      4.18700E-11   0.0000       0.0000       1139.7       0.0000    
  37.00000000       1.0000       1849.2       0.0000      4.18700E-11   0.0000       0.0000       844.90       0.0000    
  38.00000000       1.0000       1804.3       0.0000      4.18700E-11   0.0000       0.0000       655.72       0.0000    
  39.00000000       1.0000       1872.9       0.0000      4.18700E-11   0.0000       0.0000       555.64       0.0000    
  40.00000000       1.0000       2074.8       0.0000      4.18700E-11   0.0000       0.0000       698.24       0.0000    
  41.00000000       1.0000       2180.1       0.0000      4.18700E-11   0.0000       0.0000       753.10       0.0000    
  42.00000000       1.0000       2366.0       0.0000      4.18700E-11   0.0000       0.0000       2372.7       0.0000    
  43.00000000       1.0000      0.46543       0.0000      4.18700E-11   0.0000       0.0000      1.03491E-21   0.0000    
  44.00000000       1.0000      0.49825       0.0000      4.18700E-11   0.0000       0.0000      3.58071E-26   0.0000    
  45.00000000       1.0000      0.51117       0.0000      4.18700E-11   0.0000       0.0000      9.02384E-28   0.0000    
  46.00000000       1.0000      0.52592       0.0000      4.18700E-11   0.0000       0.0000       8.4239       0.0000    
  47.00000000       1.0000      0.51905       0.0000      4.18700E-11   0.0000       0.0000       81.769       0.0000    
  48.00000000       1.0000      0.52910       0.0000      4.18700E-11   0.0000       0.0000       186.37       0.0000    
  49.00000000       1.0000      0.53615       0.0000      4.18700E-11   0.0000       0.0000       270.72       0.0000    
  50.00000000       1.0000      0.51800       0.0000      4.18700E-11   0.0000       0.0000       304.19       0.0000    
  51.00000000       1.0000      0.48890       0.0000      4.18700E-11   0.0000       0.0000       278.80       0.0000    
  52.00000000       1.0000      0.49254       0.0000      4.18700E-11   0.0000       0.0000       355.92       0.0000    
  53.00000000       1.0000      0.49310       0.0000      4.18700E-11   0.0000       0.0000       419.41       0.0000    
  54.00000000       1.0000      0.48981       0.0000      4.18700E-11   0.0000       0.0000       443.90       0.0000    
  55.00000000       1.0000      0.44477       0.0000      4.18700E-11   0.0000       0.0000     -1.65553E-04   0.0000    
  56.00000000       1.0000      0.24728       0.0000      4.18700E-11   0.0000       0.0000       2862.9       0.0000    
  57.00000000       1.0000       1887.4       0.0000      4.18700E-11   0.0000       0.0000       4161.0       0.0000    
  58.00000000       1.0000       1913.5       0.0000      4.18700E-11   0.0000       0.0000       2823.5       0.0000    
  59.00000000       1.0000       1742.7       0.0000      4.18700E-11   0.0000       0.0000       1838.1       0.0000    
  60.00000000       1.0000       1691.0       0.0000      4.18700E-11   0.0000       0.0000       1569.4       0.0000    
  61.00000000       1.0000       2243.1       0.0000      4.18700E-11   0.0000       0.0000       1409.5       0.0000    
  62.00000000       1.0000       1958.6       0.0000      4.18700E-11   0.0000       0.0000       1339.0       0.0000    
  63.00000000       1.0000       1916.0       0.0000      4.18700E-11   0.0000       0.0000       942.28       0.0000    
  64.00000000       1.0000       2075.8       0.0000      4.18700E-11   0.0000       0.0000       929.16       0.0000    
  65.00000000       1.0000       2268.7       0.0000      4.18700E-11   0.0000       0.0000       1112.5       0.0000    
  66.00000000       1.0000       2463.8       0.0000      4.18700E-11   0.0000       0.0000       2939.8       0.0000    
  67.00000000       1.0000      0.48993       0.0000      4.18700E-11   0.0000       0.0000     -3.62137E-19   0.0000    
  68.00000000       1.0000      0.54678       0.0000      4.18700E-11   0.0000       0.0000      3.05086E-26   0.0000    
  69.00000000       1.0000      0.57237       0.0000      4.18700E-11   0.0000       0.0000       124.24       0.0000    
  70.00000000       1.0000      0.58178       0.0000      4.18700E-11   0.0000       0.0000       292.19       0.0000    
  71.00000000       1.0000      0.59142       0.0000      4.18700E-11   0.0000       0.0000       459.88       0.0000    
  72.00000000       1.0000      0.59455       0.0000      4.18700E-11   0.0000       0.0000       528.48       0.0000    
  73.00000000       1.0000      0.59344       0.0000      4.18700E-11   0.0000       0.0000       565.56       0.0000    
  74.00000000       1.0000      0.60146       0.0000      4.18700E-11   0.0000       0.0000       712.77       0.0000    
  75.00000000       1.0000      0.60858       0.0000      4.18700E-11   0.0000       0.0000       1015.5       0.0000    
  76.00000000       1.0000      0.63407       0.0000      4.18700E-11   0.0000       0.0000       1370.0       0.0000    
  77.00000000       1.0000      0.64943       0.0000      4.18700E-11   0.0000       0.0000       1632.9       0.0000    
  78.00000000       1.0000      0.65349       0.0000      4.18700E-11   0.0000       0.0000       1761.7       0.0000    
  79.00000000       1.0000      0.63518       0.0000      4.18700E-11   0.0000       0.0000       344.63       0.0000    
  80.00000000       1.0000      0.39956       0.0000      4.18700E-11   0.0000       0.0000       4658.6       0.0000    
  81.00000000       1.0000       3143.9       0.0000      4.18700E-11   0.0000       0.0000       6105.4       0.0000    
  82.00000000       1.0000       3195.0       0.0000      4.18700E-11   0.0000       0.0000       4665.0       0.0000    
  83.00000000       1.0000       3025.1       0.0000      4.18700E-11   0.0000       0.0000       3698.5       0.0000    
  84.00000000       1.0000       2960.5       0.0000      4.18700E-11   0.0000       0.0000       2972.9       0.0000    
  85.00000000       1.0000       2788.3       0.0000      4.18700E-11   0.0000       0.0000       2304.2       0.0000    
  86.00000000       1.0000       2526.8       0.0000      4.18700E-11   0.0000       0.0000       2037.4       0.0000    
  87.00000000       1.0000       2384.2       0.0000      4.18700E-11   0.0000       0.0000       1349.1       0.0000    
  88.00000000       1.0000       2452.4       0.0000      4.18700E-11   0.0000       0.0000       1459.8       0.0000    
  89.00000000       1.0000       2575.7       0.0000      4.18700E-11   0.0000       0.0000       1596.8       0.0000    
  90.00000000       1.0000       2708.4       0.0000      4.18700E-11   0.0000       0.0000       3539.1       0.0000    
  91.00000000       1.0000      0.50217       0.0000      4.18700E-11   0.0000       0.0000      2.10003E-21   0.0000    
  92.00000000       1.0000      0.55194       0.0000      4.18700E-11   0.0000       0.0000     -2.87850E-08   0.0000    
  93.00000000       1.0000      0.57946       0.0000      4.18700E-11   0.0000       0.0000       184.98       0.0000    
  94.00000000       1.0000      0.59288       0.0000      4.18700E-11   0.0000       0.0000       365.92       0.0000    
  95.00000000       1.0000      0.62215       0.0000      4.18700E-11   0.0000       0.0000       580.53       0.0000    
  96.00000000       1.0000      0.63575       0.0000      4.18700E-11   0.0000       0.0000       751.22       0.0000    
  97.00000000       1.0000      0.63991       0.0000      4.18700E-11   0.0000       0.0000       960.83       0.0000    
  98.00000000       1.0000      0.64273       0.0000      4.18700E-11   0.0000       0.0000       1151.3       0.0000    
  99.00000000       1.0000      0.66153       0.0000      4.18700E-11   0.0000       0.0000       1481.4       0.0000    
  100.0000000       1.0000      0.68525       0.0000      4.18700E-11   0.0000       0.0000       1863.7       0.0000    
  101.0000000       1.0000      0.70479       0.0000      4.18700E-11   0.0000       0.0000       2180.7       0.0000    
  102.0000000       1.0000      0.71141       0.0000      4.18700E-11   0.0000       0.0000       2325.1       0.0000    
  103.0000000       1.0000      0.68929       0.0000      4.18700E-11   0.0000       0.0000       561.70       0.0000    
  104.0000000       1.0000      0.45885       0.0000      4.18700E-11   0.0000       0.0000       5405.7       0.0000    
  105.0000000       1.0000       3359.7       0.0000      4.18700E-11   0.0000       0.0000       6405.2       0.0000    
  106.0000000       1.0000       3414.7       0.0000      4.18700E-11   0.0000       0.0000       4965.7       0.0000    
  107.0000000       1.0000       3338.4       0.0000      4.18700E-11   0.0000       0.0000       4138.0       0.0000    
  108.0000000       1.0000       3268.6       0.0000      4.18700E-11   0.0000       0.0000       3390.1       0.0000    
  109.0000000       1.0000       3197.6       0.0000      4.18700E-11   0.0000       0.0000       2799.0       0.0000    
  110.0000000       1.0000       3173.5       0.0000      4.18700E-11   0.0000       0.0000       2689.1       0.0000    
  111.0000000       1.0000       3028.2       0.0000      4.18700E-11   0.0000       0.0000       1965.2       0.0000    
  112.0000000       1.0000       3008.3       0.0000      4.18700E-11   0.0000       0.0000       2025.5       0.0000    
  113.0000000       1.0000       3151.0       0.0000      4.18700E-11   0.0000       0.0000       2248.8       0.0000    
  114.0000000       1.0000       3317.7       0.0000      4.18700E-11   0.0000       0.0000       4457.9       0.0000    
  115.0000000       1.0000      0.60611       0.0000      4.18700E-11   0.0000       0.0000      2.74772E-20   0.0000    
  116.0000000       1.0000      0.65994       0.0000      4.18700E-11   0.0000       0.0000       269.13       0.0000    
  117.0000000       1.0000      0.68733       0.0000      4.18700E-11   0.0000       0.0000       595.94       0.0000    
  118.0000000       1.0000      0.71258       0.0000      4.18700E-11   0.0000       0.0000       851.64       0.0000    
  119.0000000       1.0000      0.70978       0.0000      4.18700E-11   0.0000       0.0000       1125.9       0.0000    
  120.0000000       1.0000      0.70403       0.0000      4.18700E-11   0.0000       0.0000       1321.9       0.0000    
  121.0000000       1.0000      0.72685       0.0000      4.18700E-11   0.0000       0.0000      2.95128E-27   0.0000    
  122.0000000       1.0000      0.74676       0.0000      4.18700E-11   0.0000       0.0000      6.49496E-27   0.0000    
  123.0000000       1.0000      0.77907       0.0000      4.18700E-11   0.0000       0.0000      2.44631E-29   0.0000    
  124.0000000       1.0000      0.80192       0.0000      4.18700E-11   0.0000       0.0000      1.29947E-25   0.0000    
  125.0000000       1.0000      0.80312       0.0000      4.18700E-11   0.0000       0.0000      2.43492E-27   0.0000    
  126.0000000       1.0000      0.80635       0.0000      4.18700E-11   0.0000       0.0000      3.70493E-26   0.0000    
  127.0000000       1.0000      0.80203       0.0000      4.18700E-11   0.0000       0.0000     -7.18952E-22   0.0000    
  128.0000000       1.0000      0.80081       0.0000      4.18700E-11   0.0000       0.0000     -5.59060E-24   0.0000    
  129.0000000       1.0000      0.78949       0.0000      4.18700E-11   0.0000       0.0000     -1.01481E-21   0.0000    
  130.0000000       1.0000      0.77692       0.0000      4.18700E-11   0.0000       0.0000     -1.19392E-21   0.0000    
  131.0000000       1.0000      0.74777       0.0000      4.18700E-11   0.0000       0.0000     -6.04621E-18   0.0000    
  132.0000000       1.0000      0.70654       0.0000      4.18700E-11   0.0000       0.0000      1.30075E-20   0.0000    
  133.0000000       1.0000      0.69308       0.0000      4.18700E-11   0.0000       0.0000      8.43843E-23   0.0000    
  134.0000000       1.0000      0.67992       0.0000      4.18700E-11   0.0000       0.0000     -2.03069E-20   0.0000    
  135.0000000       1.0000      0.69591       0.0000      4.18700E-11   0.0000       0.0000     -1.23478E-21   0.0000    
